case_id,sample_id,wsi_src,wsi_file_id,wsi_file_name,wsi_dl_url,rna_file_id,rna_file_name,paired
TCGA-44-6776,TCGA-44-6776-01Z-00-DX1,gdc_open,71673a51-aa04-4d28-913a-50ee9ecc419e,TCGA-44-6776-01A-01-BS1.7b26c23b-edbf-4de8-8add-37544a4e74ed.svs,,a5c19494-731c-4519-b8a7-b7307aea2f9c,cb3c7090-d221-4c88-896f-6199118ae5d2.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-78-7539,TCGA-78-7539-01Z-00-DX1,gdc_open,156e8990-d19d-4943-a1f7-125907397811,TCGA-78-7539-01A-01-TS1.1f2c8802-8e2b-4acf-adfe-6ac9bbf745ae.svs,,27884724-a2c0-4b3e-921a-54e5f8bf1faa,59578e5d-b76f-46eb-b5d9-7c90b8a9dbe4.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-55-8514,TCGA-55-8514-01Z-00-DX1,gdc_open,8977734e-3ec8-484f-add4-494e0630f16f,TCGA-55-8514-01Z-00-DX1.499CF563-B404-4061-9D1A-57954BBE2CE7.svs,,44964e02-9283-4a48-a9e4-006a75d4120e,b0747254-d7fd-4ec9-96b1-d132540c4b46.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-L4-A4E5,TCGA-L4-A4E5-01Z-00-DX1,gdc_open,fa83283f-77e3-434b-9f40-6965ca43f17f,TCGA-L4-A4E5-01Z-00-DX1.C2A5EF71-1F40-4E34-AC30-58D7121C1338.svs,,de26de4a-c738-4a8b-a44a-0eab208c0db2,fb3e2838-b073-40c9-824f-3216f940a2c5.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-55-A4DF,TCGA-55-A4DF-01Z-00-DX1,gdc_open,2f9acd02-6e70-482f-a1fb-9f72a3cdcc28,TCGA-55-A4DF-01A-01-TS1.2FFEFF28-381E-4855-8FF0-6EFBC055DBBE.svs,,023a34d9-c000-4053-b695-5b984b4a6fc1,06770623-6a10-4874-9eea-1497077f18ac.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-MP-A4TH,TCGA-MP-A4TH-01Z-00-DX1,gdc_open,862a0948-7481-48d5-b127-8e56be1c1e92,TCGA-MP-A4TH-01Z-00-DX1.E89D2C19-F9B2-4BF2-AA5F-6104CBC076D1.svs,,9ee64463-e09f-4983-b83d-a6a5481cab9a,681308e4-1122-4343-9d6b-63df6a39d302.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-55-8206,TCGA-55-8206-01Z-00-DX1,gdc_open,f3a47269-2785-4f71-b418-d1d6d97d038f,TCGA-55-8206-01A-01-TS1.4188b107-092e-405f-b035-50b55ebd53c5.svs,,901c6ff1-19bf-48d8-894d-766f1995a916,aec36454-d9a1-4d51-90c6-561f219b6aee.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-55-8620,TCGA-55-8620-01Z-00-DX1,gdc_open,778a0f8c-753f-4e61-a110-55c9287fc9c2,TCGA-55-8620-01Z-00-DX1.6591EEC4-D696-4826-80BD-99BE1D99EBB8.svs,,0c212a58-9a27-4850-bb22-540502e893dc,57d89d75-a9bb-4bd3-af76-d29def9a9625.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-NJ-A4YQ,TCGA-NJ-A4YQ-01Z-00-DX1,gdc_open,4e9c257a-8e5c-404d-a164-a9cf5d05dad6,TCGA-NJ-A4YQ-01A-01-TS1.E59FACAB-AB32-4D8D-BF11-C68DE16F2A8E.svs,,140633c2-a8e9-4a2d-a044-082cd099ff98,b7f29b8c-08a8-4781-ba33-5a7b6b02ad23.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-55-7815,TCGA-55-7815-01Z-00-DX1,gdc_open,4af85612-489b-480c-b7ba-1e73a026523c,TCGA-55-7815-01A-01-TS1.845d117f-8f2a-469a-8792-a435f65fa63b.svs,,5ecf82a3-8658-4a64-a14c-fc5d1d6f56f8,2172f060-6402-44dc-a918-2f9c15c21fa4.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-44-2666,TCGA-44-2666-01Z-00-DX1,gdc_open,c1080d2b-a002-4103-95a7-746583c999e0,TCGA-44-2666-11A-02-TS2.AF813A5E-5F00-40B8-B4B6-F72AF055B876.svs,,36c7d3a4-193f-49fd-b367-e7aacc4eebe2,cc1646da-11b3-40c7-b35e-1206f4517b36.rna_seq.augmented_star_gene_counts.tsv,True
TCGA-97-A4M0,TCGA-97-A4M0-01Z-00-DX1,gdc_open,799f6010-4c39-4751-a02a-ab0a7f50c385,TCGA-97-A4M0-01A-01-TSA.1B700ABB-DEBB-4879-A11B-B11255CE7970.svs,,4e27513c-172b-4d19-a397-ade6df353e6c,20ecdb2d-16ad-437b-ac0e-b84339c769a6.rna_seq.augmented_star_gene_counts.tsv,True
