# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000011566.15	MAP4K3	protein_coding	2187	1086	1101	17.4060	6.9978	7.2077
ENSG00000011590.14	ZBTB32	protein_coding	42	18	26	0.7391	0.2971	0.3060
ENSG00000011600.12	TYROBP	protein_coding	1703	852	851	90.4991	36.3838	37.4749
ENSG00000011638.11	TMEM159	protein_coding	3543	1824	1721	66.7586	26.8393	27.6442
ENSG00000011677.13	GABRA3	protein_coding	296	141	155	3.4378	1.3821	1.4236
ENSG00000012048.23	BRCA1	protein_coding	1084	534	552	5.6144	2.2572	2.3249
ENSG00000012061.16	ERCC1	protein_coding	2957	2456	2539	25.5649	10.2780	10.5862
ENSG00000012124.17	CD22	protein_coding	163	68	95	1.2744	0.5123	0.5277
ENSG00000012171.20	SEMA3B	protein_coding	172	99	75	1.4373	0.5778	0.5952
ENSG00000012174.12	MBTPS2	protein_coding	1059	536	523	5.7063	2.2941	2.3629
ENSG00000012211.13	PRICKLE3	protein_coding	908	3047	2913	11.9706	4.8126	4.9569
ENSG00000012223.13	LTF	protein_coding	74866	37485	37387	904.6019	363.6811	374.5879
ENSG00000012232.9	EXTL3	protein_coding	4424	2314	2114	16.3446	6.5711	6.7682
ENSG00000012504.15	NR1H4	protein_coding	1	0	1	0.0133	0.0053	0.0055
ENSG00000012660.14	ELOVL5	protein_coding	7373	3659	3714	93.1997	37.4695	38.5932
ENSG00000012779.11	ALOX5	protein_coding	1067	545	523	13.7877	5.5431	5.7094
ENSG00000012817.16	KDM5D	protein_coding	5	3	2	0.0255	0.0102	0.0105
ENSG00000012822.16	CALCOCO1	protein_coding	2770	1400	1376	15.0046	6.0324	6.2133
ENSG00000012963.15	UBR7	protein_coding	2658	1353	1305	36.5097	14.6782	15.1184
ENSG00000012983.11	MAP4K5	protein_coding	2521	1326	1360	15.9461	6.4109	6.6031
ENSG00000013016.16	EHD3	protein_coding	1403	700	703	14.0151	5.6346	5.8035
ENSG00000013275.8	PSMC4	protein_coding	7566	3690	3877	143.0089	57.4945	59.2188
ENSG00000013288.9	MAN2B2	protein_coding	2815	1363	1454	15.2724	6.1400	6.3242
ENSG00000013293.6	SLC7A14	protein_coding	2	0	3	0.0092	0.0037	0.0038
ENSG00000013297.12	CLDN11	protein_coding	144	80	64	1.6063	0.6458	0.6651
ENSG00000013306.16	SLC25A39	protein_coding	9842	4817	5030	134.5358	54.0880	55.7101
ENSG00000013364.19	MVP	protein_coding	19909	10008	9907	156.2598	62.8218	64.7058
ENSG00000013374.16	NUB1	protein_coding	3273	1937	1857	29.1545	11.7211	12.0726
ENSG00000013375.16	PGM3	protein_coding	2523	1816	1787	16.2618	6.5378	6.7339
ENSG00000013392.8	RWDD2A	protein_coding	412	207	205	5.2688	2.1182	2.1817
ENSG00000013441.16	CLK1	protein_coding	2370	1230	1141	22.0950	8.8830	9.1494
ENSG00000013503.10	POLR3B	protein_coding	820	455	436	8.2892	3.3326	3.4325
ENSG00000013523.11	ANGEL1	protein_coding	1369	749	749	10.1125	4.0656	4.1875
ENSG00000013561.18	RNF14	protein_coding	1963	1007	1068	18.9684	7.6260	7.8547
ENSG00000013563.14	DNASE1L1	protein_coding	338	665	752	3.9427	1.5851	1.6326
ENSG00000013573.17	DDX11	protein_coding	1370	675	696	7.8920	3.1729	3.2680
ENSG00000013583.10	HEBP1	protein_coding	6167	3080	3221	86.7102	34.8605	35.9059
ENSG00000013588.9	GPRC5A	protein_coding	17309	8642	8668	108.8705	43.7697	45.0823
ENSG00000013619.14	MAMLD1	protein_coding	287	145	142	2.3218	0.9334	0.9614
ENSG00000013725.14	CD6	protein_coding	498	245	254	4.0287	1.6197	1.6683
ENSG00000013810.20	TACC3	protein_coding	1449	682	775	8.5317	3.4300	3.5329
ENSG00000014123.10	UFL1	protein_coding	2480	1278	1203	26.3347	10.5875	10.9050
ENSG00000014138.9	POLA2	protein_coding	239	120	130	2.0689	0.8318	0.8567
ENSG00000014164.7	ZC3H3	protein_coding	1630	819	811	21.1137	8.4884	8.7430
ENSG00000014216.16	CAPN1	protein_coding	24719	12483	12438	158.7301	63.8150	65.7288
ENSG00000014257.16	ACP3	protein_coding	215	92	123	2.4212	0.9734	1.0026
ENSG00000014641.21	MDH1	protein_coding	8930	4450	4486	86.2557	34.6778	35.7177
ENSG00000014824.14	SLC30A9	protein_coding	2552	1313	1239	17.0862	6.8692	7.0752
ENSG00000014914.21	MTMR11	protein_coding	3516	1710	1808	37.0663	14.9019	15.3488
ENSG00000014919.13	COX15	protein_coding	1547	896	830	14.2979	5.7483	5.9206
ENSG00000015133.19	CCDC88C	protein_coding	5336	2633	2703	20.6977	8.3212	8.5707
ENSG00000015153.15	YAF2	protein_coding	608	294	314	2.7037	1.0870	1.1196
ENSG00000015171.20	ZMYND11	protein_coding	3940	1987	1953	35.6626	14.3376	14.7676
ENSG00000015285.11	WAS	protein_coding	678	334	346	13.8411	5.5646	5.7315
ENSG00000015413.9	DPEP1	protein_coding	122	58	64	2.1484	0.8637	0.8896
ENSG00000015475.19	BID	protein_coding	3365	1685	1682	36.6944	14.7524	15.1948
ENSG00000015479.20	MATR3	protein_coding	52	30	22	0.2078	0.0835	0.0860
ENSG00000015520.15	NPC1L1	protein_coding	12	9	4	0.1098	0.0441	0.0455
ENSG00000015532.10	XYLT2	protein_coding	2171	1093	1081	19.1228	7.6880	7.9186
ENSG00000015568.13	RGPD5	protein_coding	42	41	1	0.1427	0.0574	0.0591
ENSG00000015592.16	STMN4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000015676.18	NUDCD3	protein_coding	4961	2453	2510	24.1701	9.7172	10.0086
ENSG00000016082.15	ISL1	protein_coding	221	112	109	3.7813	1.5202	1.5658
ENSG00000016391.11	CHDH	protein_coding	152	87	117	0.9408	0.3782	0.3896
ENSG00000016402.13	IL20RA	protein_coding	1724	907	817	17.5676	7.0628	7.2746
ENSG00000016490.16	CLCA1	protein_coding	3	1	2	0.0437	0.0176	0.0181
ENSG00000016602.9	CLCA4	protein_coding	2653	1471	1376	37.0965	14.9141	15.3613
ENSG00000016864.18	GLT8D1	protein_coding	2629	1349	1322	33.4959	13.4665	13.8703
ENSG00000017260.20	ATP2C1	protein_coding	10850	5768	5550	61.4522	24.7059	25.4468
ENSG00000017427.17	IGF1	protein_coding	84	253	226	0.4989	0.2006	0.2066
ENSG00000017483.15	SLC38A5	protein_coding	9683	4820	4863	116.1547	46.6982	48.0987
ENSG00000017797.13	RALBP1	protein_coding	5770	2910	2870	34.5862	13.9048	14.3218
ENSG00000018189.13	RUFY3	protein_coding	819	401	427	4.1972	1.6874	1.7380
ENSG00000018236.15	CNTN1	protein_coding	127	64	63	0.8170	0.3285	0.3383
ENSG00000018280.17	SLC11A1	protein_coding	569	291	280	3.1610	1.2708	1.3090
ENSG00000018408.15	WWTR1	protein_coding	4528	2243	2373	26.1277	10.5042	10.8192
ENSG00000018510.17	AGPS	protein_coding	4514	2342	2290	24.6147	9.8960	10.1928
ENSG00000018607.7	ZNF806	transcribed_unprocessed_pseudogene	1	0	1	0.0093	0.0038	0.0039
ENSG00000018610.15	CXorf56	protein_coding	1737	869	868	32.4376	13.0410	13.4321
ENSG00000018625.15	ATP1A2	protein_coding	174	84	94	1.3316	0.5354	0.5514
ENSG00000018699.13	TTC27	protein_coding	982	496	486	13.7471	5.5268	5.6926
ENSG00000018869.17	ZNF582	protein_coding	34	23	32	0.4892	0.1967	0.2026
ENSG00000019102.12	VSIG2	protein_coding	464	236	229	15.4556	6.2137	6.4000
ENSG00000019144.19	PHLDB1	protein_coding	2019	1431	1410	4.4814	1.8017	1.8557
ENSG00000019169.10	MARCO	protein_coding	74	44	30	1.7156	0.6897	0.7104
ENSG00000019186.10	CYP24A1	protein_coding	4725	2342	2391	57.1062	22.9587	23.6472
ENSG00000019485.13	PRDM11	protein_coding	953	474	479	3.2951	1.3247	1.3645
ENSG00000019505.8	SYT13	protein_coding	13	9	7	0.1151	0.0463	0.0477
ENSG00000019549.13	SNAI2	protein_coding	4433	2151	2282	65.1221	26.1813	26.9665
ENSG00000019582.15	CD74	protein_coding	84781	42658	42437	854.8847	343.6931	354.0004
ENSG00000019991.18	HGF	protein_coding	448	235	213	2.2140	0.8901	0.9168
ENSG00000019995.6	ZRANB1	protein_coding	914	1440	1358	7.3509	2.9553	3.0439
ENSG00000020129.16	NCDN	protein_coding	2161	1077	1157	21.1832	8.5164	8.7718
ENSG00000020181.18	ADGRA2	protein_coding	1879	2219	2116	12.7845	5.1398	5.2940
ENSG00000020219.9	CCT8L1P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000020256.20	ZFP64	protein_coding	2486	1244	1242	17.6469	7.0947	7.3074
ENSG00000020426.11	MNAT1	protein_coding	1314	657	667	16.3357	6.5675	6.7645
ENSG00000020577.14	SAMD4A	protein_coding	2129	1078	1053	8.3204	3.3451	3.4454
ENSG00000020633.19	RUNX3	protein_coding	1030	514	518	10.0863	4.0550	4.1767
ENSG00000020922.13	MRE11	protein_coding	1702	820	885	10.6899	4.2977	4.4266
ENSG00000021300.14	PLEKHB1	protein_coding	1554	783	771	15.1837	6.1044	6.2874
ENSG00000021355.13	SERPINB1	protein_coding	8083	4143	3941	127.8607	51.4044	52.9460
ENSG00000021461.17	CYP3A43	protein_coding	4	0	4	0.0731	0.0294	0.0303
ENSG00000021488.13	SLC7A9	protein_coding	17	5	12	0.3154	0.1268	0.1306
ENSG00000021574.13	SPAST	protein_coding	2420	1221	1200	12.3026	4.9461	5.0944
ENSG00000021645.20	NRXN3	protein_coding	365	205	161	1.1325	0.4553	0.4690
ENSG00000021762.20	OSBPL5	protein_coding	1161	592	570	7.4881	3.0105	3.1008
ENSG00000021776.11	AQR	protein_coding	3629	1782	1847	13.0231	5.2357	5.3928
ENSG00000021826.17	CPS1	protein_coding	211	121	90	0.9230	0.3711	0.3822
ENSG00000021852.13	C8B	protein_coding	94	46	49	1.6584	0.6667	0.6867
ENSG00000022267.19	FHL1	protein_coding	5884	2922	2963	48.3798	19.4503	20.0336
ENSG00000022277.13	RTF2	protein_coding	3920	1982	1940	46.5025	18.6956	19.2563
ENSG00000022355.18	GABRA1	protein_coding	2	0	2	0.0114	0.0046	0.0047
ENSG00000022556.16	NLRP2	protein_coding	4906	2444	2465	37.4566	15.0589	15.5105
ENSG00000022567.10	SLC45A4	protein_coding	1999	1026	996	11.1930	4.5000	4.6349
ENSG00000022840.16	RNF10	protein_coding	7223	3646	3581	59.0069	23.7228	24.4342
ENSG00000022976.15	ZNF839	protein_coding	357	382	363	3.0782	1.2375	1.2746
ENSG00000023041.11	ZDHHC6	protein_coding	2302	1374	1340	29.6035	11.9016	12.2585
ENSG00000023171.18	GRAMD1B	protein_coding	151	71	80	0.4870	0.1958	0.2017
ENSG00000023191.17	RNH1	protein_coding	11425	5605	5826	74.6775	30.0229	30.9233
ENSG00000023228.14	NDUFS1	protein_coding	4632	2516	2413	18.3389	7.3729	7.5940
ENSG00000023287.13	RB1CC1	protein_coding	4362	2207	2155	27.6164	11.1027	11.4357
ENSG00000023318.8	ERP44	protein_coding	3597	1824	1774	36.0589	14.4969	14.9317
ENSG00000023330.15	ALAS1	protein_coding	2338	1172	1166	44.4357	17.8647	18.4004
ENSG00000023445.16	BIRC3	protein_coding	2313	1231	1190	14.8289	5.9617	6.1405
ENSG00000023516.9	AKAP11	protein_coding	2342	1196	1146	11.3849	4.5771	4.7144
ENSG00000023572.10	GLRX2	protein_coding	894	813	793	6.9388	2.7896	2.8733
ENSG00000023608.5	SNAPC1	protein_coding	1678	848	831	31.1908	12.5398	12.9158
ENSG00000023697.13	DERA	protein_coding	2458	1208	1250	42.1162	16.9322	17.4400
ENSG00000023734.11	STRAP	protein_coding	11249	5577	5672	244.7807	98.4103	101.3616
ENSG00000023839.12	ABCC2	protein_coding	94	45	50	0.5781	0.2324	0.2394
ENSG00000023892.11	DEF6	protein_coding	1459	783	676	27.2672	10.9624	11.2911
ENSG00000023902.14	PLEKHO1	protein_coding	2681	1330	1352	19.4933	7.8370	8.0720
ENSG00000023909.10	GCLM	protein_coding	5395	2687	2709	47.9235	19.2669	19.8447
ENSG00000024048.11	UBR2	protein_coding	2938	1469	1470	15.9577	6.4155	6.6079
ENSG00000024422.12	EHD2	protein_coding	15794	7725	8080	198.0367	79.6176	82.0053
ENSG00000024526.17	DEPDC1	protein_coding	487	287	255	3.9758	1.5984	1.6463
ENSG00000024862.18	CCDC28A	protein_coding	1531	814	717	59.1760	23.7908	24.5043
ENSG00000025039.15	RRAGD	protein_coding	850	414	436	8.0410	3.2328	3.3297
ENSG00000025156.13	HSF2	protein_coding	997	513	484	17.8177	7.1633	7.3781
ENSG00000025293.17	PHF20	protein_coding	2459	1202	1257	14.1568	5.6915	5.8622
ENSG00000025423.11	HSD17B6	protein_coding	161	94	104	3.4155	1.3731	1.4143
ENSG00000025434.19	NR1H3	protein_coding	602	427	401	6.3996	2.5729	2.6500
ENSG00000025708.14	TYMP	protein_coding	12292	6602	5693	164.5724	66.1638	68.1480
ENSG00000025770.19	NCAPH2	protein_coding	3021	1821	1819	32.6550	13.1284	13.5222
ENSG00000025772.8	TOMM34	protein_coding	3659	1780	1880	89.3866	35.9365	37.0142
ENSG00000025796.14	SEC63	protein_coding	8887	4605	4651	49.7726	20.0103	20.6104
ENSG00000025800.14	KPNA6	protein_coding	4805	2350	2456	31.0575	12.4862	12.8606
ENSG00000026025.16	VIM	protein_coding	14421	15520	15445	134.2883	53.9885	55.6076
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	26	20	6	0.1378	0.0554	0.0571
ENSG00000026103.22	FAS	protein_coding	1514	898	870	13.0823	5.2595	5.4173
ENSG00000026297.16	RNASET2	protein_coding	830	406	425	2.6772	1.0763	1.1086
ENSG00000026508.20	CD44	protein_coding	48364	25513	25762	233.2957	93.7929	96.6057
ENSG00000026559.14	KCNG1	protein_coding	454	316	294	4.0411	1.6246	1.6734
ENSG00000026652.15	AGPAT4	protein_coding	659	338	321	2.2285	0.8959	0.9228
ENSG00000026751.17	SLAMF7	protein_coding	4153	2083	2074	41.4173	16.6512	17.1506
ENSG00000026950.17	BTN3A1	protein_coding	1805	904	901	15.7066	6.3146	6.5040
ENSG00000027001.10	MIPEP	protein_coding	1411	715	701	20.0734	8.0702	8.3122
ENSG00000027075.15	PRKCH	protein_coding	2544	1307	1347	13.8865	5.5829	5.7503
ENSG00000027644.5	INSRR	protein_coding	1	1	0	0.0093	0.0037	0.0038
ENSG00000027697.15	IFNGR1	protein_coding	14435	7385	7050	212.3781	85.3833	87.9440
ENSG00000027847.14	B4GALT7	protein_coding	1242	627	615	12.2720	4.9338	5.0817
ENSG00000027869.12	SH2D2A	protein_coding	279	139	140	5.3833	2.1643	2.2292
ENSG00000028116.18	VRK2	protein_coding	1041	1095	1118	14.2099	5.7129	5.8842
ENSG00000028137.19	TNFRSF1B	protein_coding	2362	1186	1177	30.1339	12.1149	12.4782
ENSG00000028203.18	VEZT	protein_coding	3871	1931	1941	21.2843	8.5570	8.8136
ENSG00000028277.21	POU2F2	protein_coding	2061	977	1089	10.9499	4.4023	4.5343
ENSG00000028310.18	BRD9	protein_coding	5245	2668	2591	26.4743	10.6436	10.9628
ENSG00000028528.15	SNX1	protein_coding	5636	2813	2825	27.7504	11.1566	11.4912
ENSG00000028839.10	TBPL1	protein_coding	953	664	630	9.1156	3.6648	3.7747
ENSG00000029153.14	ARNTL2	protein_coding	3525	1822	1868	24.3307	9.7818	10.0751
ENSG00000029363.17	BCLAF1	protein_coding	7047	3578	3470	35.6297	14.3243	14.7539
ENSG00000029364.12	SLC39A9	protein_coding	6151	3925	3907	41.5342	16.6982	17.1990
ENSG00000029534.21	ANK1	protein_coding	1561	773	793	6.9685	2.8016	2.8856
ENSG00000029559.7	IBSP	protein_coding	125	53	72	3.8302	1.5399	1.5860
ENSG00000029639.11	TFB1M	protein_coding	450	272	259	5.2760	2.1211	2.1847
ENSG00000029725.17	RABEP1	protein_coding	1641	1485	1424	11.2048	4.5047	4.6398
ENSG00000029993.15	HMGB3	protein_coding	14004	7256	6748	172.4520	69.3316	71.4109
ENSG00000030066.13	NUP160	protein_coding	3439	1777	1662	19.3279	7.7705	8.0035
ENSG00000030110.13	BAK1	protein_coding	1935	1157	1119	42.1631	16.9510	17.4594
ENSG00000030304.14	MUSK	protein_coding	17	10	7	0.0893	0.0359	0.0370
ENSG00000030419.16	IKZF2	protein_coding	1443	707	736	5.6823	2.2845	2.3530
ENSG00000030582.18	GRN	protein_coding	38142	19064	19090	521.6804	209.7335	216.0234
ENSG00000031003.10	FAM13B	protein_coding	1051	689	630	7.4408	2.9915	3.0812
ENSG00000031081.11	ARHGAP31	protein_coding	1342	657	689	6.9002	2.7741	2.8573
ENSG00000031691.7	CENPQ	protein_coding	878	421	457	24.3071	9.7723	10.0654
ENSG00000031698.13	SARS1	protein_coding	8006	4032	3974	100.2547	40.3058	41.5146
ENSG00000031823.14	RANBP3	protein_coding	3646	1876	1918	23.6042	9.4897	9.7743
ENSG00000032219.19	ARID4A	protein_coding	1027	563	465	6.6452	2.6716	2.7517
ENSG00000032389.13	EIPR1	protein_coding	1455	712	744	12.2540	4.9265	5.0743
ENSG00000032444.17	PNPLA6	protein_coding	4397	2211	2189	29.5951	11.8982	12.2551
ENSG00000032742.18	IFT88	protein_coding	954	476	478	7.6015	3.0561	3.1477
ENSG00000033011.13	ALG1	protein_coding	1213	1229	1230	10.8550	4.3641	4.4950
ENSG00000033030.15	ZCCHC8	protein_coding	1216	615	601	6.4230	2.5823	2.6597
ENSG00000033050.9	ABCF2	protein_coding	1204	596	610	11.2508	4.5232	4.6588
ENSG00000033100.16	CHPF2	protein_coding	4461	2290	2278	51.1332	20.5573	21.1738
ENSG00000033122.21	LRRC7	protein_coding	34	21	13	0.0545	0.0219	0.0226
ENSG00000033170.17	FUT8	protein_coding	8868	4602	4629	61.2712	24.6331	25.3719
ENSG00000033178.13	UBA6	protein_coding	3161	1596	1568	13.3552	5.3693	5.5303
ENSG00000033327.13	GAB2	protein_coding	844	436	419	6.0044	2.4140	2.4864
ENSG00000033627.17	ATP6V0A1	protein_coding	2306	1207	1108	10.1727	4.0898	4.2124
ENSG00000033800.14	PIAS1	protein_coding	1869	1357	1302	8.4609	3.4016	3.5036
ENSG00000033867.16	SLC4A7	protein_coding	1170	580	590	5.8645	2.3577	2.4284
ENSG00000034053.14	APBA2	protein_coding	392	195	197	2.7506	1.1058	1.1390
ENSG00000034152.19	MAP2K3	protein_coding	3877	1866	2012	49.5012	19.9012	20.4980
ENSG00000034239.11	EFCAB1	protein_coding	2600	1307	1294	21.5247	8.6537	8.9132
ENSG00000034510.6	TMSB10	protein_coding	77600	40472	39162	8113.3034	3261.8275	3359.6495
ENSG00000034533.12	ASTE1	protein_coding	501	472	497	7.0463	2.8329	2.9178
ENSG00000034677.13	RNF19A	protein_coding	4366	2467	2411	35.9597	14.4570	14.8906
ENSG00000034693.15	PEX3	protein_coding	825	413	412	14.0509	5.6489	5.8184
ENSG00000034713.8	GABARAPL2	protein_coding	3432	1758	1675	54.9563	22.0943	22.7569
ENSG00000034971.17	MYOC	protein_coding	4	2	2	0.0916	0.0368	0.0379
ENSG00000035115.22	SH3YL1	protein_coding	2485	1298	1194	10.7595	4.3257	4.4554
ENSG00000035141.8	FAM136A	protein_coding	1881	993	1025	29.3785	11.8112	12.1654
ENSG00000035403.18	VCL	protein_coding	23360	11635	11990	112.6827	45.3023	46.6610
ENSG00000035499.13	DEPDC1B	protein_coding	205	109	102	2.5961	1.0437	1.0750
ENSG00000035664.11	DAPK2	protein_coding	440	243	226	1.5580	0.6264	0.6452
ENSG00000035681.9	NSMAF	protein_coding	1739	882	857	13.5847	5.4615	5.6253
ENSG00000035687.10	ADSS2	protein_coding	3728	1891	1837	52.2190	20.9938	21.6234
ENSG00000035720.8	STAP1	protein_coding	96	49	47	2.3717	0.9535	0.9821
ENSG00000035862.12	TIMP2	protein_coding	9926	5786	5786	84.9320	34.1456	35.1696
ENSG00000035928.16	RFC1	protein_coding	2535	1251	1284	18.1849	7.3109	7.5302
ENSG00000036054.13	TBC1D23	protein_coding	2515	1326	1189	23.4197	9.4155	9.6979
ENSG00000036257.13	CUL3	protein_coding	3376	2499	2408	14.1434	5.6861	5.8566
ENSG00000036448.10	MYOM2	protein_coding	113	44	69	0.7719	0.3103	0.3196
ENSG00000036473.8	OTC	protein_coding	1	1	0	0.0286	0.0115	0.0119
ENSG00000036530.9	CYP46A1	protein_coding	22	10	13	0.1133	0.0456	0.0469
ENSG00000036549.13	ZZZ3	protein_coding	1814	937	877	9.7061	3.9022	4.0192
ENSG00000036565.15	SLC18A1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000036672.16	USP2	protein_coding	357	227	220	3.8043	1.5295	1.5753
ENSG00000036828.17	CASR	protein_coding	26	15	13	0.1043	0.0419	0.0432
ENSG00000037042.9	TUBG2	protein_coding	528	268	263	9.1117	3.6632	3.7731
ENSG00000037241.7	RPL26L1	protein_coding	804	389	419	33.2920	13.3845	13.7859
ENSG00000037280.16	FLT4	protein_coding	598	323	276	3.2561	1.3091	1.3483
ENSG00000037474.15	NSUN2	protein_coding	12712	7249	7283	111.2794	44.7381	46.0798
ENSG00000037637.11	FBXO42	protein_coding	1504	749	755	8.0465	3.2350	3.3320
ENSG00000037749.12	MFAP3	protein_coding	858	447	412	5.3053	2.1329	2.1969
ENSG00000037757.14	MRI1	protein_coding	439	559	614	6.1048	2.4543	2.5280
ENSG00000037897.17	METTL1	protein_coding	1053	512	552	26.0675	10.4800	10.7943
ENSG00000037965.6	HOXC8	protein_coding	223	124	102	4.4470	1.7878	1.8415
ENSG00000038002.9	AGA	protein_coding	760	404	356	14.0619	5.6534	5.8229
ENSG00000038210.14	PI4K2B	protein_coding	1700	853	847	22.2356	8.9395	9.2076
ENSG00000038219.13	BOD1L1	protein_coding	2451	1273	1178	7.4477	2.9942	3.0840
ENSG00000038274.17	MAT2B	protein_coding	4060	2061	1999	38.1086	15.3210	15.7804
ENSG00000038295.8	TLL1	protein_coding	169	73	96	1.0050	0.4040	0.4162
ENSG00000038358.15	EDC4	protein_coding	1652	781	872	12.9682	5.2136	5.3700
ENSG00000038382.20	TRIO	protein_coding	16771	8519	8597	45.2600	18.1961	18.7418
ENSG00000038427.16	VCAN	protein_coding	10514	6415	6434	34.5253	13.8804	14.2966
ENSG00000038532.16	CLEC16A	protein_coding	1755	896	861	6.7547	2.7156	2.7971
ENSG00000038945.15	MSR1	protein_coding	832	402	430	5.1333	2.0638	2.1257
ENSG00000039068.19	CDH1	protein_coding	28251	15521	15494	223.1143	89.6996	92.3897
ENSG00000039123.16	MTREX	protein_coding	2696	1998	2038	20.4733	8.2310	8.4778
ENSG00000039139.9	DNAH5	protein_coding	5101	2588	2557	14.9234	5.9997	6.1796
ENSG00000039319.17	ZFYVE16	protein_coding	1409	1235	1249	4.3843	1.7626	1.8155
ENSG00000039523.20	RIPOR1	protein_coding	1787	1261	1290	12.8000	5.1461	5.3004
ENSG00000039537.14	C6	protein_coding	3858	1920	1938	38.2852	15.3920	15.8536
ENSG00000039560.14	RAI14	protein_coding	29398	14638	15004	186.9081	75.1435	77.3971
ENSG00000039600.11	SOX30	protein_coding	34	24	12	0.4697	0.1888	0.1945
ENSG00000039650.12	PNKP	protein_coding	1307	1224	1291	13.8605	5.5724	5.7395
ENSG00000039987.7	BEST2	protein_coding	5	3	2	0.0911	0.0366	0.0377
ENSG00000040199.18	PHLPP2	protein_coding	336	334	343	1.2963	0.5212	0.5368
ENSG00000040275.17	SPDL1	protein_coding	470	239	231	4.7442	1.9073	1.9645
ENSG00000040341.18	STAU2	protein_coding	2485	1239	1251	13.3617	5.3719	5.5330
ENSG00000040487.13	SLC66A1	protein_coding	827	412	416	14.8401	5.9662	6.1452
ENSG00000040531.16	CTNS	protein_coding	1607	2120	2063	15.6508	6.2921	6.4808
ENSG00000040608.14	RTN4R	protein_coding	407	205	202	6.2754	2.5229	2.5986
ENSG00000040633.13	PHF23	protein_coding	2553	1278	1276	45.0244	18.1014	18.6442
ENSG00000040731.10	CDH10	protein_coding	6	2	4	0.0790	0.0318	0.0327
ENSG00000040933.16	INPP4A	protein_coding	1355	691	664	4.9518	1.9908	2.0505
ENSG00000041353.10	RAB27B	protein_coding	3358	1820	1884	22.6240	9.0956	9.3684
ENSG00000041357.16	PSMA4	protein_coding	9443	4737	4707	65.0761	26.1628	26.9474
ENSG00000041515.16	MYO16	protein_coding	39	19	20	0.2132	0.0857	0.0883
ENSG00000041802.11	LSG1	protein_coding	3816	2061	2060	38.3101	15.4020	15.8639
ENSG00000041880.14	PARP3	protein_coding	815	396	420	13.4160	5.3937	5.5555
ENSG00000041982.16	TNC	protein_coding	51613	26689	26085	258.0858	103.7594	106.8711
ENSG00000041988.15	THAP3	protein_coding	498	1097	1067	5.8947	2.3699	2.4409
ENSG00000042062.13	RIPOR3	protein_coding	251	123	130	2.0086	0.8075	0.8318
ENSG00000042088.14	TDP1	protein_coding	1509	762	747	11.6876	4.6988	4.8397
ENSG00000042286.15	AIFM2	protein_coding	739	371	375	6.9365	2.7887	2.8723
ENSG00000042304.12	C2orf83	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000042317.17	SPATA7	protein_coding	696	390	366	4.8816	1.9626	2.0214
ENSG00000042429.12	MED17	protein_coding	208	138	124	0.6036	0.2427	0.2499
ENSG00000042445.14	RETSAT	protein_coding	6021	3148	3172	71.6734	28.8152	29.6793
ENSG00000042493.16	CAPG	protein_coding	10191	5133	5061	203.0569	81.6359	84.0841
ENSG00000042753.12	AP2S1	protein_coding	5042	2467	2577	155.9812	62.7098	64.5905
ENSG00000042781.14	USH2A	protein_coding	57	33	24	0.1332	0.0535	0.0551
ENSG00000042813.8	ZPBP	protein_coding	3	1	2	0.0551	0.0221	0.0228
ENSG00000042832.12	TG	protein_coding	354	171	186	1.5327	0.6162	0.6347
ENSG00000042980.13	ADAM28	protein_coding	2809	1470	1339	14.5300	5.8416	6.0168
